5226364,Wikipedia,14,NULL,-1,16,NULL,0
11795463,Help,14,NULL,-1,15,NULL,0
12721928,Sandbox,14,NULL,-1,14,NULL,0
9213436,Kent,14,NULL,-1,14,NULL,0
5671335,London,14,NULL,-1,14,NULL,0
5241042,Sega,14,NULL,-1,14,NULL,0
5240051,Nintendo,14,NULL,-1,14,NULL,0
5071287,War,14,NULL,-1,14,NULL,0
5068522,Mars,14,NULL,-1,14,NULL,0
5040177,Time,14,NULL,-1,14,NULL,0
5020448,Comics,14,NULL,-1,14,1,0
5013714,Christianity,14,NULL,-1,14,NULL,0
4996286,Agriculture,14,NULL,-1,14,NULL,0
4994101,Science,14,NULL,-1,14,1,1
4991805,Music,14,NULL,-1,14,1,0
4991780,Language,14,NULL,-1,14,NULL,0
4990965,Law,14,NULL,-1,14,1,1
12748799,Math,14,NULL,-1,13,NULL,0
12714422,Redirect,14,NULL,-1,13,NULL,0
12186309,MAIN PAGE,0,NULL,-1,13,NULL,0
12024237,Math,0,NULL,-1,13,NULL,0
7750340,Nicktoons,14,NULL,-1,13,NULL,0
6914777,Nicktoons,0,NULL,-1,13,NULL,0
6379996,Lady Gaga,0,NULL,-1,13,NULL,0
5205074,Harry Potter,14,NULL,-1,13,NULL,0
5075630,Puerto Rico,14,NULL,-1,13,NULL,0
5056535,Color,14,NULL,-1,13,NULL,0
5010963,Hinduism,14,NULL,-1,13,NULL,0
4994117,Technology,14,NULL,-1,13,1,1
4992885,Business,14,NULL,-1,13,NULL,0
4992019,Medicine,14,NULL,-1,13,NULL,0
4991008,Energy,14,NULL,-1,13,NULL,0
4990983,Mathematics,14,NULL,-1,13,1,1
4990959,History,14,NULL,-1,13,1,1
12833891,Led Zeppelin,14,NULL,-1,12,NULL,0
12715740,Austin,14,NULL,-1,12,NULL,0
12698878,1,14,NULL,-1,12,NULL,0
12698872,4,14,NULL,-1,12,NULL,0
12056520,ISBN,0,NULL,-1,12,NULL,0
12023686,Austin,0,NULL,-1,12,NULL,0
10255816,Cartoon Network,14,NULL,-1,12,NULL,0
10139404,Rihanna,14,NULL,-1,12,NULL,0
9760177,Pittsburgh,14,NULL,-1,12,NULL,0
9686219,Chicago,14,NULL,-1,12,NULL,0
9605466,NASCAR,14,NULL,-1,12,NULL,0
9539245,Cartoon Network,0,NULL,-1,12,NULL,0
9323799,Calgary,14,NULL,-1,12,NULL,0
9306256,Calgary,0,NULL,-1,12,NULL,0
8753351,NASCAR,0,NULL,-1,12,NULL,0
8675849,Chicago,0,NULL,-1,12,NULL,0
8666351,Skin,14,NULL,-1,12,NULL,0
8120126,Linux,14,NULL,-1,12,NULL,0
7966968,Green Day,0,NULL,-1,12,NULL,0
7964679,Led Zeppelin,0,NULL,-1,12,NULL,0
7964076,Grateful Dead,0,NULL,-1,12,NULL,0
7750046,Nickelodeon,14,NULL,-1,12,NULL,0
7749381,Nickelodeon,0,NULL,-1,12,NULL,0
7371255,Linux,0,NULL,-1,12,NULL,0
6493145,Rihanna,0,NULL,-1,12,NULL,0
6019309,Skin,0,NULL,-1,12,NULL,0
5908056,Pittsburgh,0,NULL,-1,12,NULL,0
5743485,Indiana,14,NULL,-1,12,NULL,0
5684157,Lego,14,NULL,-1,12,NULL,0
5495224,San Diego,14,NULL,-1,12,NULL,0
5447455,Java,14,NULL,-1,12,NULL,0
5333719,Catholicism,14,NULL,-1,12,NULL,0
5278532,Beer,14,NULL,-1,12,NULL,0
5268172,Futurama,14,NULL,-1,12,NULL,0
5262996,Peer review,14,NULL,-1,12,NULL,0
5250233,Animation,14,NULL,-1,12,1,0
5217401,Esperanto,14,NULL,-1,12,NULL,0
5205081,Google,14,NULL,-1,12,NULL,0
5204521,Star Trek,14,NULL,-1,12,NULL,0
5159485,The Simpsons,14,NULL,-1,12,NULL,0
5148304,Donald Trump,14,NULL,-1,12,1,0
5132025,Golf,14,NULL,-1,12,NULL,0
5127154,Romania,14,NULL,-1,12,NULL,0
5124393,Asia,14,NULL,-1,12,NULL,0
5077011,Switzerland,14,NULL,-1,12,NULL,0
5071194,Books,14,NULL,-1,12,NULL,0
5069566,Turkey,14,NULL,-1,12,NULL,0
5042250,Space,14,NULL,-1,12,NULL,0
5035344,Yoga,14,NULL,-1,12,1,0
5035083,Style,14,NULL,-1,12,NULL,0
5030554,Bible,14,NULL,-1,12,NULL,0
5015572,Community of Christ,14,NULL,-1,12,NULL,0
5013618,Islam,14,NULL,-1,12,1,0
5011511,Chemistry,14,NULL,-1,12,1,0
5011483,Physics,14,NULL,-1,12,1,0
5011355,Moon,14,NULL,-1,12,NULL,0
5010615,Computer science,14,NULL,-1,12,NULL,0
5008544,Neuroscience,14,NULL,-1,12,1,0
5005878,Judaism,14,NULL,-1,12,NULL,0
5005776,Pi,14,NULL,-1,12,NULL,0
5002791,Stargate,14,NULL,-1,12,NULL,0
5000431,Love,14,NULL,-1,12,NULL,0
5000397,Education,14,NULL,-1,12,1,1
4999566,Flags,14,NULL,-1,12,NULL,0
4997640,Design,14,NULL,-1,12,NULL,0
4995892,Transport,14,NULL,-1,12,NULL,0
4995445,Chess,14,NULL,-1,12,1,0
4995109,Terrorism,14,NULL,-1,12,1,0
4992377,Philosophy of science,14,NULL,-1,12,NULL,0
4992180,Linguistics,14,NULL,-1,12,NULL,0
4992021,Anthropology,14,NULL,-1,12,1,0
4992016,Sociology,14,NULL,-1,12,NULL,0
4991940,Logic,14,NULL,-1,12,NULL,0
4991063,Earth,14,NULL,-1,12,NULL,0
4990980,Philosophy,14,NULL,-1,12,1,1
4990978,Religion,14,NULL,-1,12,1,1
4990976,Geography,14,NULL,-1,12,1,1
4990962,Health,14,NULL,-1,12,1,1
12833877,Motörhead,14,NULL,-1,11,NULL,0
12790678,Psych,14,NULL,-1,11,NULL,0
12752033,Rush,14,NULL,-1,11,NULL,0
12750998,Animal,14,NULL,-1,11,NULL,0
12742218,Main,14,NULL,-1,11,NULL,0
12739014,Stub,14,NULL,-1,11,NULL,0
12735027,Art,14,NULL,-1,11,0,0
12718800,Categories,14,NULL,-1,11,NULL,0
12714045,Test,14,NULL,-1,11,NULL,0
12710511,Shakespeare,14,NULL,-1,11,NULL,0
12698877,2,14,NULL,-1,11,NULL,0
12446537,Categories,0,NULL,-1,11,NULL,0
12333143,Cars,14,NULL,-1,11,0,0
12332784,Madonna,14,NULL,-1,11,NULL,0
12244013,Bryan Adams,14,NULL,-1,11,NULL,0
12243999,Celine Dion,14,NULL,-1,11,NULL,0
11617215,Shakespeare,0,NULL,-1,11,NULL,0
10413325,Alternative rock,14,NULL,-1,11,NULL,0
10413303,Alternative rock,0,NULL,-1,11,NULL,0
10076662,SpongeBob SquarePants,14,NULL,-1,11,NULL,0
9693710,Miami,14,NULL,-1,11,NULL,0
9692175,Seattle,14,NULL,-1,11,NULL,0
9682207,Atlanta,14,NULL,-1,11,NULL,0
9472457,Atlanta,0,NULL,-1,11,NULL,0
9408553,Motörhead,0,NULL,-1,11,NULL,0
9387551,Psych,0,NULL,-1,11,NULL,0
8921717,Linkin Park,0,NULL,-1,11,NULL,0
8692460,AbOUT,0,NULL,-1,11,NULL,0
7756761,Apple,0,NULL,-1,11,NULL,0
7503880,The Beatles,14,NULL,-1,11,NULL,0
7503800,The Beatles,0,NULL,-1,11,NULL,0
7486811,Frank Sinatra,0,NULL,-1,11,NULL,0
7477681,U2,0,NULL,-1,11,NULL,0
7436547,SpongeBob SquarePants,0,NULL,-1,11,NULL,0
7296993,Miami,0,NULL,-1,11,NULL,0
7293624,Seattle,0,NULL,-1,11,NULL,0
7028868,Hostyle Gospel,0,NULL,-1,11,NULL,0
6874617,EChO,0,NULL,-1,11,NULL,0
6846291,Adele,0,NULL,-1,11,NULL,0
6753153,Celine Dion,0,NULL,-1,11,NULL,0
6534418,Eminem,0,NULL,-1,11,NULL,0
6259044,Bryan Adams,0,NULL,-1,11,NULL,0
5859767,Animal,0,NULL,-1,11,NULL,0
5840514,Wikidata,0,NULL,-1,11,NULL,0
5830692,Art,0,NULL,-1,11,0,0
5746454,Family Guy,14,NULL,-1,11,NULL,0
5744274,Nevada,14,NULL,-1,11,NULL,0
5744235,Wyoming,14,NULL,-1,11,NULL,0
5744089,Colorado,14,NULL,-1,11,NULL,0
5743504,Massachusetts,14,NULL,-1,11,NULL,0
5742459,New York,14,NULL,-1,11,NULL,0
5739181,Rhode Island,14,NULL,-1,11,NULL,0
5737538,Amsterdam,14,NULL,-1,11,NULL,0
5728642,SQL,14,NULL,-1,11,NULL,0
5711477,Blues,14,NULL,-1,11,NULL,0
5683244,Heart,14,NULL,-1,11,NULL,0
5679878,Detroit,14,NULL,-1,11,NULL,0
5679864,New York City,14,NULL,-1,11,NULL,0
5672607,Animals,14,NULL,-1,11,NULL,0
5501413,Britney Spears,14,NULL,-1,11,NULL,0
5488193,Karnataka,14,NULL,-1,11,NULL,0
5472700,1984,14,NULL,-1,11,NULL,0
5430360,Tirana,14,NULL,-1,11,NULL,0
5405026,Alberta,14,NULL,-1,11,NULL,0
5376860,Percussion,14,NULL,-1,11,NULL,0
5343033,Rock music,14,NULL,-1,11,NULL,0
5326448,United Nations,14,NULL,-1,11,NULL,0
5315860,Help desk,14,NULL,-1,11,NULL,0
5300713,Pink Floyd,14,NULL,-1,11,NULL,0
5294191,Coffee,14,NULL,-1,11,NULL,0
5265294,Global warming,14,NULL,-1,11,1,0
5254048,Discworld,14,NULL,-1,11,NULL,0
5249972,South Park,14,NULL,-1,11,NULL,0
5220146,Nudity,14,NULL,-1,11,NULL,0
5210793,Paranormal,14,NULL,-1,11,NULL,0
5205364,Archives,14,NULL,-1,11,NULL,0
5202882,James Bond,14,NULL,-1,11,NULL,0
5200189,Psychology,14,NULL,-1,11,NULL,0
5192071,Micronations,14,NULL,-1,11,NULL,0
5172648,Ben 10,14,NULL,-1,11,NULL,0
5151204,Martial arts,14,NULL,-1,11,NULL,0
5145833,Tanzania,14,NULL,-1,11,NULL,0
5145753,Senegal,14,NULL,-1,11,NULL,0
5137628,Delhi,14,NULL,-1,11,NULL,0
5136545,Lebanon,14,NULL,-1,11,NULL,0
5124364,Africa,14,NULL,-1,11,NULL,0
5120082,Vikings,14,NULL,-1,11,NULL,0
5110523,Solar System,14,NULL,-1,11,NULL,0
5099123,Barack Obama,14,NULL,-1,11,NULL,0
5085845,Fantasy,14,NULL,-1,11,1,0
5084975,England,14,NULL,-1,11,NULL,0
5084924,Piracy,14,NULL,-1,11,NULL,0
5077213,Slovakia,14,NULL,-1,11,NULL,0
5076739,Punk,14,NULL,-1,11,NULL,0
5056336,Internet,14,NULL,-1,11,NULL,0
5049699,Roman Empire,14,NULL,-1,11,NULL,0
5047540,Fire,14,NULL,-1,11,NULL,0
5046572,Electronic music,14,NULL,-1,11,NULL,0
5046454,Sex,14,NULL,-1,11,NULL,0
5045861,Plants,14,NULL,-1,11,NULL,0
5043288,Rhetoric,14,NULL,-1,11,NULL,0
5042340,Quran,14,NULL,-1,11,NULL,0
5037768,Doctor Who,14,NULL,-1,11,NULL,0
5037031,Comedy,14,NULL,-1,11,1,1
5030750,Mythology,14,NULL,-1,11,1,0
5030470,India,14,NULL,-1,11,1,0
5026303,Translation,14,NULL,-1,11,NULL,0
5025796,Error,14,NULL,-1,11,NULL,0
5024311,Opera,14,NULL,-1,11,NULL,0
5018766,Ancient Egypt,14,NULL,-1,11,NULL,0
5017527,Architecture,14,NULL,-1,11,NULL,0
5013015,Bitcoin,14,NULL,-1,11,NULL,0
5011841,Cats,14,NULL,-1,11,1,0
5011462,Astronomy,14,NULL,-1,11,1,0
5010985,Buddhism,14,NULL,-1,11,NULL,0
5008782,Anatomy,14,NULL,-1,11,NULL,0
5007877,Sustainability,14,NULL,-1,11,NULL,0
5007777,Muhammad,14,NULL,-1,11,NULL,0
5007043,Transgender,14,NULL,-1,11,NULL,0
5005914,Shinto,14,NULL,-1,11,NULL,0
5005894,Sikhism,14,NULL,-1,11,NULL,0
5005220,Feminism,14,NULL,-1,11,1,0
5003682,Films,14,NULL,-1,11,1,0
5003161,Censorship,14,NULL,-1,11,NULL,0
5001284,Film,14,NULL,-1,11,1,0
5000112,Cannabis,14,NULL,-1,11,NULL,0
4999156,Star Wars,14,NULL,-1,11,NULL,0
4999133,Antarctica,14,NULL,-1,11,NULL,0
4998778,Pharmacology,14,NULL,-1,11,NULL,0
4997699,Biology,14,NULL,-1,11,1,0
4995989,Psychiatry,14,NULL,-1,11,NULL,0
4994776,Globalization,14,NULL,-1,11,NULL,0
4993112,Atheism,14,NULL,-1,11,NULL,0
4992480,Community,14,NULL,-1,11,NULL,0
4992136,Lists,14,NULL,-1,11,NULL,0
4991956,Epistemology,14,NULL,-1,11,1,0
4991944,Socialism,14,NULL,-1,11,NULL,0
4991887,Death,14,NULL,-1,11,NULL,0
4991874,Literature,14,NULL,-1,11,1,0
4991758,Languages,14,NULL,-1,11,1,0
4991198,Culture,14,NULL,-1,11,NULL,0
4991168,Disability,14,NULL,-1,11,NULL,0
4991047,Evolution,14,NULL,-1,11,NULL,0
4990982,People,14,NULL,-1,11,NULL,0
4990967,Politics,14,NULL,-1,11,1,1
12833889,The Rolling Stones,14,NULL,-1,10,NULL,0
12833886,The Clash,14,NULL,-1,10,NULL,0
12833861,Girls Aloud,14,NULL,-1,10,NULL,0
12779081,CS1,14,NULL,-1,10,NULL,0
12737421,Colours,14,NULL,-1,10,NULL,0
12728783,Template,14,NULL,-1,10,NULL,0
12722154,Arabic,14,NULL,-1,10,NULL,0
12715741,PSY,14,NULL,-1,10,NULL,0
12707603,Furry,14,NULL,-1,10,NULL,0
12333418,Disney,14,NULL,-1,10,NULL,0
12332965,Georgia,14,NULL,-1,10,NULL,0
12332668,Avatar,14,NULL,-1,10,NULL,0
12244022,Avril Lavigne,14,NULL,-1,10,NULL,0
12244017,Shania Twain,14,NULL,-1,10,NULL,0
12065038,Citation needed,0,NULL,-1,10,NULL,0
12016916,Disney,0,NULL,-1,10,NULL,0
11795459,Contents,0,NULL,-1,10,NULL,0
11326731,Friends,14,NULL,-1,10,NULL,0
11282614,Turtles,14,NULL,-1,10,NULL,0
11013082,Fish,14,NULL,-1,10,NULL,0
9834104,Brisbane,14,NULL,-1,10,NULL,0
9710628,Indianapolis,14,NULL,-1,10,NULL,0
9692356,Seattle Sounders FC,14,NULL,-1,10,NULL,0
9689551,Dallas,14,NULL,-1,10,NULL,0
9678529,My Chemical Romance,14,NULL,-1,10,NULL,0
9637912,Long Island,14,NULL,-1,10,NULL,0
9628867,Dallas,0,NULL,-1,10,NULL,0
9588572,Boston,14,NULL,-1,10,NULL,0
9550740,Seattle Sounders FC,0,NULL,-1,10,NULL,0
9487292,Los Angeles,14,NULL,-1,10,NULL,0
9386567,Montreal,14,NULL,-1,10,NULL,0
9275306,Yorkshire,14,NULL,-1,10,NULL,0
9213592,Surrey,14,NULL,-1,10,NULL,0
9213580,Staffordshire,14,NULL,-1,10,NULL,0
9213463,Berkshire,14,NULL,-1,10,NULL,0
9213321,Berkshire,0,NULL,-1,10,NULL,0
9172225,Cleveland,14,NULL,-1,10,NULL,0
9149257,Merseyside,14,NULL,-1,10,NULL,0
9149132,Cumbria,14,NULL,-1,10,NULL,0
9147922,Cheshire,14,NULL,-1,10,NULL,0
9035521,Girls Aloud,0,NULL,-1,10,NULL,0
8921990,Bon Jovi,0,NULL,-1,10,NULL,0
8810497,Studio Ghibli,14,NULL,-1,10,NULL,0
8803578,New England,14,NULL,-1,10,NULL,0
8743348,Studio Ghibli,0,NULL,-1,10,NULL,0
8720292,The Supremes,0,NULL,-1,10,NULL,0
8671288,Boston,0,NULL,-1,10,NULL,0
8644443,Staffordshire,0,NULL,-1,10,NULL,0
8639596,Long Island,0,NULL,-1,10,NULL,0
8615082,Weezer,0,NULL,-1,10,NULL,0
8585584,Unix,14,NULL,-1,10,NULL,0
8539780,Burger King,14,NULL,-1,10,NULL,0
8465119,AC/DC,0,NULL,-1,10,NULL,0
8418324,Opeth,0,NULL,-1,10,NULL,0
8407533,Chinese,0,NULL,-1,10,NULL,0
8370882,Indianapolis,0,NULL,-1,10,NULL,0
8095895,Cleveland,0,NULL,-1,10,NULL,0
7976171,Burger King,0,NULL,-1,10,NULL,0
7965761,The Rolling Stones,0,NULL,-1,10,NULL,0
7959520,Coke Studio (Pakistan),14,NULL,-1,10,NULL,0
7947995,Los Angeles,0,NULL,-1,10,NULL,0
7769469,Evanescence,0,NULL,-1,10,NULL,0
7755024,Brisbane,0,NULL,-1,10,NULL,0
7711438,Inland Empire,14,NULL,-1,10,NULL,0
7656666,Queens of the Stone Age,0,NULL,-1,10,NULL,0
7584219,The Beach Boys,0,NULL,-1,10,NULL,0
7508794,Perl,14,NULL,-1,10,NULL,0
7476935,Jane Austen,14,NULL,-1,10,NULL,0
7464356,Mitt Romney,14,NULL,-1,10,NULL,0
7415576,Unix,0,NULL,-1,10,NULL,0
7397785,SUBST,0,NULL,-1,10,NULL,0
7368962,Perl,0,NULL,-1,10,NULL,0
7353724,My Chemical Romance,0,NULL,-1,10,NULL,0
7267536,Arabic,0,NULL,-1,10,NULL,0
7261085,New England,0,NULL,-1,10,NULL,0
7259358,Montreal,0,NULL,-1,10,NULL,0
7176276,Jane Austen,0,NULL,-1,10,NULL,0
7161796,Franz Liszt,0,NULL,-1,10,NULL,0
7124901,Port Harcourt,14,NULL,-1,10,NULL,0
7123758,Birds,14,NULL,-1,10,NULL,0
7113350,Merseyside,0,NULL,-1,10,NULL,0
7113307,Cumbria,0,NULL,-1,10,NULL,0
7113262,Cheshire,0,NULL,-1,10,NULL,0
7100713,Friends,0,NULL,-1,10,NULL,0
7030966,Elvis Presley,0,NULL,-1,10,NULL,0
6972740,The Clash,0,NULL,-1,10,NULL,0
6923653,Selena,0,NULL,-1,10,NULL,0
6920251,James Brown,0,NULL,-1,10,NULL,0
6862550,Avatar,0,NULL,-1,10,NULL,0
6733228,Christina Aguilera,0,NULL,-1,10,NULL,0
6692021,Shania Twain,0,NULL,-1,10,NULL,0
6677985,Psy,0,NULL,-1,10,NULL,0
6635238,Ariana Grande,0,NULL,-1,10,NULL,0
6621922,Bob Dylan,0,NULL,-1,10,NULL,0
6550074,Leona Lewis,0,NULL,-1,10,NULL,0
6507404,Ennio Morricone,0,NULL,-1,10,NULL,0
6498422,Kylie Minogue,0,NULL,-1,10,NULL,0
6453039,Beyoncé,0,NULL,-1,10,NULL,0
6438755,Katy Perry,0,NULL,-1,10,NULL,0
6422237,HaLo,0,NULL,-1,10,NULL,0
6271444,Christopher Nolan,0,NULL,-1,10,NULL,0
6191853,Moby,0,NULL,-1,10,NULL,0
6191732,Beck,0,NULL,-1,10,NULL,0
6191109,Mitt Romney,0,NULL,-1,10,NULL,0
6163191,Kanye West,0,NULL,-1,10,NULL,0
6091070,Jennifer Lopez,0,NULL,-1,10,NULL,0
6062255,Mariah Carey,0,NULL,-1,10,NULL,0
6005568,Shakira,0,NULL,-1,10,NULL,0
5994685,Miles Davis,0,NULL,-1,10,NULL,0
5966461,Avril Lavigne,0,NULL,-1,10,NULL,0
5903618,Authority control,0,NULL,-1,10,NULL,0
5875405,Fish,0,NULL,-1,10,NULL,0
5868027,Frank Zappa,0,NULL,-1,10,NULL,0
5844107,Sakis Rouvas,0,NULL,-1,10,NULL,0
5843871,CS1,0,NULL,-1,10,NULL,0
5834949,Biography,0,NULL,-1,10,NULL,0
5747890,Ballet,14,NULL,-1,10,NULL,0
5744409,Delaware,14,NULL,-1,10,NULL,0
5744289,Pennsylvania,14,NULL,-1,10,NULL,0
5744215,Kentucky,14,NULL,-1,10,NULL,0
5743973,Utah,14,NULL,-1,10,NULL,0
5743951,Texas,14,NULL,-1,10,NULL,0
5743913,Illinois,14,NULL,-1,10,NULL,0
5743754,Oregon,14,NULL,-1,10,NULL,0
5743563,Kansas,14,NULL,-1,10,NULL,0
5743541,Vermont,14,NULL,-1,10,NULL,0
5743465,Iowa,14,NULL,-1,10,NULL,0
5736971,Lagos,14,NULL,-1,10,NULL,0
5736843,Arkansas,14,NULL,-1,10,NULL,0
5736803,Mississippi,14,NULL,-1,10,NULL,0
5736790,Georgia (U.S. state),14,NULL,-1,10,NULL,0
5736767,Florida,14,NULL,-1,10,NULL,0
5736627,Bangalore,14,NULL,-1,10,NULL,0
5735930,Manila,14,NULL,-1,10,NULL,0
5719673,Robot Chicken,14,NULL,-1,10,NULL,0
5694838,Punk rock,14,NULL,-1,10,NULL,0
5678552,MTR,14,NULL,-1,10,NULL,0
5608235,Progressive rock,14,NULL,-1,10,NULL,0
5599386,Virginia,14,NULL,-1,10,NULL,0
5596695,Bangladesh Premier League,14,NULL,-1,10,NULL,0
5596540,Indian Premier League,14,NULL,-1,10,NULL,0
5596083,Pakistan Super League,14,NULL,-1,10,NULL,0
5553152,Nicki Minaj,14,NULL,-1,10,NULL,0
5511936,Louisiana,14,NULL,-1,10,NULL,0
5503294,Van Halen,14,NULL,-1,10,NULL,0
5502115,Miley Cyrus,14,NULL,-1,10,NULL,0
5492222,Abu Dhabi,14,NULL,-1,10,NULL,0
5491978,Chhattisgarh,14,NULL,-1,10,NULL,0
5491828,Bihar,14,NULL,-1,10,NULL,0
5489972,Chennai,14,NULL,-1,10,NULL,0
5489811,Kollam,14,NULL,-1,10,NULL,0
5487925,Kerala,14,NULL,-1,10,NULL,0
5487730,Rajasthan,14,NULL,-1,10,NULL,0
5479020,Bavaria,14,NULL,-1,10,NULL,0
5464711,Hawaii,14,NULL,-1,10,NULL,0
5440942,Anglicanism,14,NULL,-1,10,NULL,0
5424362,Faisalabad,14,NULL,-1,10,NULL,0
5415308,BP,14,NULL,-1,10,NULL,0
5405195,Ontario,14,NULL,-1,10,NULL,0
5393225,Ottawa,14,NULL,-1,10,NULL,0
5390817,Eye,14,NULL,-1,10,NULL,0
5390341,Argentina,14,NULL,-1,10,NULL,0
5385939,JavaScript,14,NULL,-1,10,1,0
5383748,Canada,14,NULL,-1,10,NULL,0
5378735,Microsoft,14,NULL,-1,10,NULL,0
5377183,Journalism,14,NULL,-1,10,1,0
5375007,Mexico,14,NULL,-1,10,0,0
5362457,Bristol,14,NULL,-1,10,NULL,0
5362185,Somerset,14,NULL,-1,10,NULL,0
5362149,Devon,14,NULL,-1,10,NULL,0
5361533,Charles Dickens,14,NULL,-1,10,NULL,0
5337473,Databases,14,NULL,-1,10,NULL,0
5327687,Islands,14,NULL,-1,10,NULL,0
5324544,Chile,14,NULL,-1,10,NULL,0
5317309,Chechnya,14,NULL,-1,10,NULL,0
5313256,Geert Wilders,14,NULL,-1,10,NULL,0
5290211,Wine,14,NULL,-1,10,NULL,0
5275471,Bacon,14,NULL,-1,10,NULL,0
5271695,BBC,14,NULL,-1,10,NULL,0
5261289,Finance,14,NULL,-1,10,1,0
5260115,Aircraft,14,NULL,-1,10,NULL,0
5256249,Texas Tech University,14,NULL,-1,10,NULL,0
5250771,Pirates of the Caribbean,14,NULL,-1,10,NULL,0
5250600,Gundam,14,NULL,-1,10,NULL,0
5250248,Indiana Jones,14,NULL,-1,10,NULL,0
5249682,A Nightmare on Elm Street,14,NULL,-1,10,NULL,0
5248700,"Ed, Edd n Eddy",14,NULL,-1,10,NULL,0
5239110,Godzilla,14,NULL,-1,10,NULL,0
5226694,Cycling,14,NULL,-1,10,NULL,0
5224329,Leonardo da Vinci,14,NULL,-1,10,NULL,0
5220115,Sewing,14,NULL,-1,10,NULL,0
5216544,EastEnders,14,NULL,-1,10,NULL,0
5209785,Fur,14,NULL,-1,10,NULL,0
5200514,Statistics,14,NULL,-1,10,NULL,0
5199197,Wikimedia Foundation,14,NULL,-1,10,NULL,0
5199195,Forestry,14,NULL,-1,10,NULL,0
5193110,Robotics,14,NULL,-1,10,1,0
5189348,Unicode,14,NULL,-1,10,NULL,0
5187500,Berlin,14,NULL,-1,10,NULL,0
5156453,Justin Bieber,14,NULL,-1,10,NULL,0
5145543,Algeria,14,NULL,-1,10,NULL,0
5143214,University of Cambridge,14,NULL,-1,10,NULL,0
5140722,The Legend of Zelda,14,NULL,-1,10,NULL,0
5140670,September 11 attacks,14,NULL,-1,10,NULL,0
5138142,Toronto,14,NULL,-1,10,NULL,0
5136825,Syria,14,NULL,-1,10,NULL,0
5136417,American Civil War,14,NULL,-1,10,NULL,0
5136315,Malaysia,14,NULL,-1,10,NULL,0
5135969,Bangladesh,14,NULL,-1,10,NULL,0
5135865,Egypt,14,NULL,-1,10,NULL,0
5133504,The Fairly OddParents,14,NULL,-1,10,NULL,0
5131812,China,14,NULL,-1,10,1,0
5131220,World War II,14,NULL,-1,10,NULL,0
5130748,World War I,14,NULL,-1,10,NULL,0
5130319,Motorsport,14,NULL,-1,10,NULL,0
5128228,Alaska,14,NULL,-1,10,NULL,0
5127806,Albania,14,NULL,-1,10,NULL,0
5127135,Spain,14,NULL,-1,10,NULL,0
5127040,Ukraine,14,NULL,-1,10,NULL,0
5118816,North America,14,NULL,-1,10,NULL,0
5117466,Final Fantasy,14,NULL,-1,10,NULL,0
5115774,Dance,14,NULL,-1,10,1,0
5099014,Janet Jackson,14,NULL,-1,10,NULL,0
5098963,Michael Jackson,14,NULL,-1,10,NULL,0
5095392,Dyslexia,14,NULL,-1,10,NULL,0
5087489,Fishing,14,NULL,-1,10,NULL,0
5087348,Baseball,14,NULL,-1,10,NULL,0
5085542,Horse racing,14,NULL,-1,10,NULL,0
5084107,Philippines,14,NULL,-1,10,NULL,0
5078133,Marketing,14,NULL,-1,10,NULL,0
5077488,Uzbekistan,14,NULL,-1,10,NULL,0
5077441,Lithuania,14,NULL,-1,10,NULL,0
5077226,Banks,14,NULL,-1,10,NULL,0
5077167,Wales,14,NULL,-1,10,NULL,0
5077039,Sweden,14,NULL,-1,10,NULL,0
5076738,Serbia,14,NULL,-1,10,NULL,0
5074238,Latin America,14,NULL,-1,10,NULL,0
5073572,David Cameron,14,NULL,-1,10,NULL,0
5072855,QI,14,NULL,-1,10,NULL,0
5072137,Schools,14,NULL,-1,10,NULL,0
5069731,Belgium,14,NULL,-1,10,NULL,0
